url,to,from
"https://github.com/oracle/infinity-iot-football.git","5c6e8a7964f7ada4bca9be035572ef7856c2b4a3","5c6e8a7964f7ada4bca9be035572ef7856c2b4a3"
"https://github.com/harisonmg/jmad.git","a966b479b9e1259fc889911d0f88a7a6bf532de6","923e6fa3c359008e2544a98efba1cd90be6cb256"
"https://github.com/pzins/ic05.git","2847c80349c64daea0be3a002016238444ac3e26","54adac400c39fe459d98ef865ad86b2567533e66"
"https://github.com/sigmapi-gammaiota/sigmapi-web.git","6cd7c2f0da8b3a6cea9cce308fa377857436947d","f8040859853ce7325819586f2808beb2f4c3b2ab"
"https://github.com/leandro-aol/estacionando.git","e1774e3dc42bb427e8920b7069422bd3b6528725","e1774e3dc42bb427e8920b7069422bd3b6528725"
"https://github.com/kuhe/gists.git","8c22220605a8fa51965e56eebf815a92a637ec8a","b730bb90026334eb477de14607ba4384f8299974"
"https://github.com/toplordsaito/compro_iot.git","445650f56e8282d1a2477205abc85746b1255199","1eee5a086b5349bea63615e72115eb59e57e3cea"
"https://github.com/lapshinmr/reminder.git","eb904d6966af735cc6efc5f5d848cad7826ba735","da6027fb90f63661d5d43b70154e93fb1d13d09d"
"https://github.com/festivalhopper/wow-dps-sim.git","bf4d56b9c903c68ccbe92467812de7b929baa943","b9d519a1ceab19486ed48eeceb3cbea06b64f079"
"https://github.com/felkamp/moviesforme.git","fe8356d9dc9af2d2c831554cbd00075a3a831d4c","2bd11a6a8ff0c846bef12fa0add53d7998d229e4"
"https://github.com/exokitxr/zeo.git","164f4c99451fc62222120f1c8c1887bec2976bad","d76e3f2f4276a93f3fd7b4ee1b1de99f7b3d3488"
"https://github.com/joshmcmahan/schoolwork.git","1afb6b507d106a90c2493e4b4bb632a160dfe3e5","c5d6e9e4a6e9ce9acf96d10f38c5fe6b32a57da4"
"https://github.com/jenniezheng/bs_poker_chances_calculator.git","5bb1deb70863fff1383af1ba49712acba18416dc","4a9270e0d0296705dce3b109745390952bfa68bd"
"https://github.com/victoraguilarc/agendas.git","31b24a2d6350605b638b59062f297ef3f58e9879","14ee91dd1c380cb41b5498c119f5e73a2bed303b"
"https://github.com/librebadge/librebadge.git","9dfd483e808cee7e87bfae02864ff2d614609890","145df23d0a79a08372fad40bbf41c8f021f0be1c"
"https://github.com/marleyjenkins4/csci243.git","8f152625b2ffdac978d232e0dc1083c0664c76ab","802764c6d65897a6f785551f01545cfa80a67afe"
"https://github.com/kishorehere/spider-web-dev.git","bcaf51b7f9522ed58ceced64703573353ee198d7","d4c73243ba70b3d59e36e58e70d9cc99c887680e"
"https://github.com/colepacak/visualizing-recessions.git","6071a297bb46c84ad98b45f058eb8c6bc3e1312c","6071a297bb46c84ad98b45f058eb8c6bc3e1312c"
"https://github.com/marianyakubets/pillars.git","9bc9fbb6b4b42c702da3826ee88eca3564d9ddf1","9bc9fbb6b4b42c702da3826ee88eca3564d9ddf1"
"https://github.com/joja92/belly_button_biodiversity.git","0071002177ce0daa75be1125e9aee14326f23f2b","0071002177ce0daa75be1125e9aee14326f23f2b"
