url,to,from
"https://github.com/eliasj42/ui_demo_project.git","06cbdb23653e5760e48e6b697feeb62d772138a9","e69855d3b85351af27ed46e077294fd388090085"
"https://github.com/derzyklop/angular.git","4bc0500b462198c95eee7c40e6a0f2b8d8b95c0f","8de06e2aa50e0680630476a78dd0ebeac84ba558"
"https://github.com/amarpr/tugas_29_css.git","3e9181eaa584fa56fe543861b61e1d3c90ba3ba9","ac033c5608073fa7eb1c9416ad5abf36af09b7b2"
"https://github.com/sunnybarua/node-mongo.git","f679f7e4473cd5636dad05b3520359933e3a9863","9931df508e690817637b2ee9f7c42dd2b7ddebdb"
"https://github.com/luigi-fontana/js-jq-ajax-grigliaquad.git","df630e4f62de3e56b2f89b89e28a30929f5501d8","4a7c5da1fc36e9f4bc9ca32d9b9305e9a3972ba8"
"https://github.com/akclassic/crudmvc.git","ddddf365f61e562f6db19e03d1f49c31828bb2d9","cf7592a5c1ab2ae37d88201716c2daceca6c4b32"
"https://github.com/tregelacio/pythonprojects.git","d38b8a366ad0235863cfad0f7100bc8dedfcc247","1e65d2bb1f9744ca94c4a43f6d827558c5aee07d"
"https://github.com/hoanthptvn/shopping.git","546bafeaa643096a342ef92bd76530b97d7edc74","bd02bd5dc3ef0c0ffebd47ac4ffbff1934d8cbd3"
"https://github.com/hlp-pls/face-api-recordsound-capture.git","2d65891849e0bc482eb3b2e33c617e9b0586950b","aca30c58ee7f50249eaf0b93b7ff0e89377f2d40"
"https://github.com/jwilld/node-weather-app.git","326d6c2ab9fa9f7fa9282638f25d2eb9fc22ef83","b871f1fcfb1ebac0321b887117e5ba068ebde680"
"https://github.com/negokaz/.atom.git","f7a0faece17589773e419d4508e1bd9fea3eb7f7","bc5dcadb3639d78108aa68ca127721088d4d861a"
"https://github.com/snapper67/hubot.git","7a22791a101c7fb3001925774d2efc25c2b8ed8b","6818cb2d0855e6ddc46152edff77a7ef24c86e5f"
